gene_name	0	1	2	3	4	5	6	7	8
TFPI	1.4656013858775037	5.790933354155311	4.762660091283271	5.277149581348392	4.375702950064256	4.44045394382303	4.238528014984462	3.601633968734708	0.04264433740849372
SLC7A2	0.1424134378737413	0.018091527072278513	0.39527493158577043	4.397074835595656	0.003929267179360588	0.02561945777137534	0.2709629153904911	0.0	0.0
CD38	6.930397318133404	0.13030333826331877	3.261198318502292	0.9986878625372091	6.3797406692240335	0.09479907279569656	0.0	5.967811744187225	6.077777073288276
MPO	0.6277735754937059	0.015715043351892825	0.23079406883358583	1.95767826559275	0.010454357637166446	0.0	0.0	0.0	0.0
ABCB4	2.245919360211768	0.9021195315982047	2.801764621519378	1.0624357440461019	3.387124378231882	0.0	2.099132283062916	4.1527811795943155	0.0
TBXA2R	0.23090565311774547	0.010950299560540784	0.2666830215156592	0.12167855658825247	0.05721393914366479	1.7389479372986327	0.10498588882481684	0.0	0.0
TKTL1	0.18359993833938887	0.0	1.9543300061025966	0.14357152552753943	0.0	3.548642122173904	0.0	0.0	0.12800005106149323
TFAP2B	0.7319590092098036	0.27472313624422784	2.668299695430972	2.6302571953450555	0.03626354398677152	0.0	5.744252259625075	0.0	0.0
MRC2	0.16280850260339247	0.047638094699395825	0.6833428472572938	0.09944823483814542	0.05279526787665981	0.0	0.08142759934384619	0.6647223514536179	0.07496205768122191
KAL1	0.7433918633256391	3.6496701988725975	1.434139767367222	2.857800081585309	0.0	3.0655148691759484	2.7672105292915856	3.410569623212892	0.02463488458030009
ZBTB32	1.4579319355075686	0.0	0.608992164966471	0.13952902812485854	0.2537142838529624	0.048468709634475776	0.0	0.0	0.018317654822097223
LTF	4.978375432262282	0.9837645438713101	7.05817953769456	4.307746439481963	0.30769345863177416	0.12212049105054995	0.03403391267358209	0.6135316529179273	0.11103131238874395
HEBP1	1.777607578663552	3.93714258369059	3.2880403521362696	6.3682492892582685	3.855989697308481	2.8975631400467607	4.692236394698298	3.1216262132780006	2.4469913611364964
CD6	1.116744963583138	0.14715161197112633	1.4377339125964534	0.029725930321733682	0.5919404830837285	0.03268861870617457	0.0	4.002276143055711	0.30969360702710363
MARCO	0.4314319375295124	0.2789759497028154	3.50621365047922	0.3679809557615602	0.23154411970597819	3.0545590987896776	0.0	3.116382268420822	0.0
RUNX3	5.256795017063743	1.0497966996404646	4.082761860247092	2.017630425009931	5.622970271459969	0.21516085210537214	2.6648131234915433	3.1906148602094975	4.366710766642694
VIM	5.847580890978137	4.3765616107596825	7.852350685852646	3.6685008159697965	8.391688839157984	5.294436954376965	1.4008904512814848	9.225593068284203	7.978329121618935
ANK1	2.404290064444836	0.2854726784378961	1.335288681618348	0.8649469754848876	0.7064803202983918	0.0	0.0	0.0	0.0
APBA2	0.28116833455902823	0.07267750448666824	0.36724748375356864	0.024061732647096906	0.0	0.7531052968214591	0.8876510451229834	0.0	0.3852776324359842
MSR1	2.2416223031684415	0.43245043036453334	3.3536820056420877	2.083012173898483	0.1464182485576827	3.5306534307069524	0.024456954521734676	8.461399744126716	3.488143633144517
RAI14	1.4207903536101778	4.608527658788441	3.3409241701052292	3.645513025785406	0.003929267179360588	2.490249210627085	0.6224769821297002	0.9977202601931654	0.2663701183970501
CTNS	1.6231812616789567	2.257369881858275	1.4266873247890623	1.9450287657464522	0.0	0.6814492653149579	0.997787723566591	0.11664491885227059	3.8491652834668706
TNFRSF17	5.771230053477704	0.0	0.7561268549164023	0.42154770461708146	5.908801992743644	0.0	0.0	0.0	2.9539894575596675
GUCA1A	0.13586316536867923	0.0	0.00111546537685112	0.0	0.0	0.01673401575980127	0.0	0.0	0.0
LIMA1	6.126520114649739	5.91614106848657	6.562252545697738	6.339372263819008	5.867391072890509	6.178581863572765	7.557919441812688	5.0880880225079155	4.431474389089518
HEBP2	3.5785290433709798	5.199494742678723	5.755566327210831	3.7160929824525777	3.702909353392927	4.125947224868092	6.043678235288212	2.4109979980487877	0.40780593004776794
RRP12	3.2062748235809546	3.098092256681246	3.9956794003492737	3.229140419331724	3.71699089440494	3.9107326619029132	2.0788411867760854	1.4208156756443184	2.744878675809471
ATP9A	0.8738131983590872	3.805366165910647	2.3230435602642134	2.1451734983476083	0.005236648366147135	2.988836142868142	1.2867857787555115	0.7206240899203596	0.1425949660326331
GALC	2.014865349563924	1.9555253708593952	2.3005525406449823	2.716492123426458	0.0	0.008391270259140627	0.47959774836804436	4.28641428136667	1.8339020766691634
KCNH2	0.06989853181900367	1.0666222841503368	0.0563535862687807	0.1638499951278292	0.0	0.0	0.1773520193423817	0.0	0.0
BCAT1	5.632148747758159	1.4722401835024845	4.132076883763686	2.0458559453763145	6.055726121724099	0.3808217839409308	0.0	5.2141657160432295	3.049533965292861
PRKCQ	0.4312408900498068	0.04431084451408338	1.863281375745825	0.6833902254786305	0.11224519133363374	0.00779350971987041	0.0	0.062412607168565025	4.863580594775135
ME1	1.8453466703995454	3.006212520727175	2.994389695232115	2.8968882910744207	0.00849992738898959	0.6788231131696464	3.2112132099329442	4.331388424136429	1.400234300193807
CD84	3.5431202247493987	0.4129750328219514	2.9701723247509206	0.5976720185038754	3.1857944808221514	0.2942531364445141	0.0	5.874900481364082	2.0970488900795377
FGFR2	0.7064516153761197	0.007195501404203766	3.0772807742238464	0.26336225381631784	0.04328086732876402	0.20111105085739217	0.10649962130067879	0.0	0.027783156513537962
THUMPD1	6.468938175596447	7.179138973359139	6.782116006278233	7.01675967376679	5.895335673901917	4.74247786700368	7.083690343847769	6.813625945503362	7.1386700047126705
EVI5	2.1507337364224752	3.4973690524455026	2.851148526753613	3.0671536905850667	4.508169317526056	1.4646682670034448	2.806057908183068	2.7715520202600423	4.223422549934937
SYT1	1.7291642912958252	2.8035714783706425	0.17144748539837032	4.845553915872506	0.7457262652827967	0.4431645815959833	0.4915634940665047	0.0	0.0
MAOB	1.3152142701588427	0.0	3.1734631884784896	4.909026824989761	0.21242784961017988	0.010779838753242763	3.2248419250087466	0.0	0.0
RORA	2.8250223640447016	3.35956132951237	4.443342891272392	2.1410165574267186	1.1437496103765599	3.218393711076788	1.6040713236688608	5.738625636313073	2.0379678501990206
VASH1	0.258303548874387	0.08211862047350493	0.47731953226641566	0.41988205767359016	1.6214391931224232	0.0	0.8675139046477988	2.5497340124101746	2.286224033205684
EPN2	2.2170090870565664	2.496364951626741	4.073048517067001	3.6088414933219237	0.0	4.20006486151431	5.831039532905181	0.0	0.0
IGF2BP2	0.218338351623168	5.32185939348775	1.8950240487925927	1.4662830293733642	0.0	5.249492747478381	0.03516980363918835	1.0562184277593603	0.3090468035906301
CA12	1.299809833635284	0.8707169830550335	2.522008568116442	7.131442631857325	0.014355292977070054	0.8566537686854021	5.848437178076789	0.0	0.0
FRYL	5.376547141072017	4.70139063218687	5.028234559281082	5.068999049363582	5.6584322202808135	4.351292631671526	5.644865723007924	5.000735397180586	5.474508150963933
ACACB	0.3200720078086759	0.4959387582415137	1.3510910194885526	0.847049371444649	0.5509006646475233	0.06004738366993889	0.7810550653995495	0.0	0.0
GPC4	0.20722354286528788	2.683963743800729	0.4352012663824091	1.0713258388239197	0.0	1.0738202332916713	3.35359648574302	0.004548700691631598	0.0
RAP1GAP	0.08041402659029503	1.8175258077467356	0.7423755080151639	1.3074285251922473	0.011105246455285284	0.38220610681147127	0.9809097923520793	0.0	0.0
GTF3C1	2.3644723806268337	3.515354421074603	3.824919721404067	4.0425647514180785	0.8366586440466647	3.7216005121931346	2.67916224025023	3.4665240887941167	4.036503333738988
LAMP3	2.6374943252063114	2.047471914310928	3.0332794002659393	0.04557005246491718	3.198136935958082	0.0	0.0	5.488964817004848	2.2872095928757243
PPP2R5C	8.748364788461553	7.640284537046469	8.002063741677905	7.907932894057393	9.036132392106307	5.900655519177086	7.249027791706151	7.951416630013496	9.159656934346913
HOXA9	1.231454352413482	0.01197264166607594	3.9245146379911646	0.023545701150621788	0.016950068929937386	0.0	0.07636048167546325	0.0	0.0
ITM2A	4.2649786938891	4.767099847608932	7.209606308616143	3.994563268150172	3.9048343835059582	1.0443941193584534	0.13686876754365992	4.72137265947682	6.657814647364645
BPIFB2	0.10744875519417922	6.716804766118454	0.44225803685809656	1.84890741150211	0.0	5.84242368116694	1.6015431687936437	0.18235775953419514	0.788453710124027
MEF2C	7.372087704071964	0.039973915469020384	3.366706688459313	2.166394096253458	7.572124859405162	0.012568673503055681	0.0	5.230296063451325	5.864502580963826
LRP2	3.980204874946879	0.47162102764521135	1.185218233597681	4.739872644798706	0.05089740085327514	0.37388017452208405	0.4270870621169083	0.0	0.0
IL12RB2	0.38049198738197065	0.4481458110907823	2.193937245516276	1.6448211611203847	0.596284644875247	0.0	0.20304955698469088	0.0	0.0
GSTP1	9.450283735055752	8.80563870778639	9.416003271940758	5.15212809427605	9.704930895846521	6.959847418301104	5.909838900657289	9.234338448695631	8.80105444043898
KIAA1467	3.5354086961478406	4.904438220868924	4.338656858123049	7.56823459978036	2.5734406308259365	2.378627219186718	5.68901954137795	0.46961182994757894	3.815119960811153
MAPRE3	0.06817942951563123	0.24256621399662479	0.33336047288718684	0.88560985895363	0.0	0.4284997590854063	0.26264653245038777	3.5016067542256764	0.0
CD82	6.0546081938236656	3.6348145067594686	6.438712832614622	2.3992954051413324	6.99703574326281	0.3381866797511526	4.398498223298187	5.992422596573424	6.497115557580676
PREP	4.285441852796974	4.0084339579647015	2.247071459025071	2.451540833017832	2.425166302352767	1.4204374870214336	3.456530621489143	4.703939990883317	4.40640817095984
CEACAM6	4.328110688306692	10.134625560225992	5.626285846037777	5.3574656322630005	0.16817521949235248	7.535955732700796	4.376664561398385	0.9387315037585279	0.27500704749986976
NLK	4.97246290720214	3.3558754268107003	2.013447453493742	1.8308084553005934	3.6581595396010256	4.332648267599492	3.2440031450506135	0.8842380120345023	5.6615405975589415
BIRC5	6.675891523122159	5.544143848871602	4.694837107340517	3.682409856196289	6.927395490825173	4.05350961595287	5.370186784498982	3.9549799046981553	5.088970753633124
BLVRB	4.623306700696024	5.692238537733648	6.055053484711351	7.08814063295396	5.052340797940487	1.9169542789532161	5.123493989271016	6.08481398126077	5.4452080202192805
FLT3LG	0.2851908194859615	0.540783052152607	1.2858354323915477	0.4812049885638527	0.0	1.1538053360790352	0.15076929445310397	3.1720326644043038	0.0
CD209	0.59215800212536	0.019786621898808834	0.01569627099510738	0.0003934086396841733	0.0	0.0	0.0	2.884238012034502	2.0455594627504823
IL5RA	2.8987266177874487	0.0	0.0	0.0	0.8267102541970043	0.029158368068097372	0.0	0.0	0.0
ESR1	1.181784085310629	2.0355401270981655	0.6857729214642524	7.178777102775584	0.10067189482744061	2.6975699718538073	1.5038411225582526	3.6322682154995127	0.0024024902153046137
CMA1	0.0	0.0	0.021990075462183702	0.0	0.0	0.0	0.0	0.0	0.0
SLC7A8	1.4202128906107847	2.6419313128502324	2.59215800212536	5.200539307284227	0.04200752652157548	1.1151997493854449	4.581798290115015	1.798432577203729	1.0289619895146207
VNN3	2.7043186777608317	5.267268250817094	1.5095348795837353	0.8567865462880808	1.5847438940019125	1.7776827170735523	0.26167639251678987	0.0	0.0
CDC6	5.400135335736861	6.344832723108614	4.00132949625493	4.790658315956909	4.063385275341567	5.016734015759801	7.174036506141202	2.4396931186413093	3.545007350343371
PTGS1	2.4701649645837525	0.013334638501610646	0.4392043400235076	1.4883280344836145	1.2019189505967	0.9653225483672547	1.5306668539354509	4.182525038221946	0.0
BLNK	7.92331262751528	5.616986355546069	4.92381894131813	4.688210882878741	7.974367655171242	0.07210580048041958	5.338637192757093	4.927023128962992	5.941888810852196
CDC5L	4.419057270731182	5.510984517706917	4.22415628132101	3.9728513667896332	4.6218920289695165	4.408598650762106	4.963503956070108	3.559556214921045	2.1028447309941987
CDC7	5.048510227830685	0.8943789417826499	3.238330836987465	1.4557546221861901	3.45315837221533	3.564581407987938	3.6619297709979053	1.405705797942669	0.08179409116364734
GGT1	3.0867049242164177	3.5444677224930965	4.251229471039377	3.709350796897691	1.9628013820457504	3.380821783940931	4.058553917633799	1.4176926506227958	2.7899610468519893
LRP5L	1.2077813217397744	1.3553385101536324	3.576909596421881	2.5871685737640915	0.0	0.7111277619628059	0.33987298470143096	2.1364677249444823	6.034267079908588
TIMP3	2.918488462615807	0.7933509365248591	5.376995245744024	7.059661064271218	0.026639125098371245	0.13750352374993502	2.3511358701246445	0.06022946167117615	0.0159415438690215
PVALB	1.2355082541895177	0.0	1.2333050517339805	7.171175887649094	0.10433665981473553	0.0	1.694269132640439	0.0	0.21619615537254216
CTSG	0.11626968931071552	0.0	0.0088204482588585	0.05026422329608982	0.0	0.0	0.0	0.0	0.0
GZMH	2.7250010032312435	0.7547857211453384	4.566320684662029	0.08146358629902192	0.0	0.0	0.0	4.122193164677554	8.148168661391715
