gene_id	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12	sample13	sample14	sample15	sample16	sample17	sample18	sample19	sample20	sample21	sample22	sample23	sample24	sample25	sample26	sample27	sample28	sample29	sample30
ENSG00000225630.1	9.123951937275525	8.199413955838423	9.770541219837497	9.109401638311459	7.972899681459188	9.335274576315944	7.852514333982581	8.792106467513207	10.25847892811347	7.470075976379837	7.688335321217725	8.300906778813562	6.697468224334357	8.57389872922371	8.187230335725546	7.36997895425721	7.484464277202693	10.53348157393859	8.659705412937996	6.773289489744259	10.47846360155323	5.952056300223889	2.8698705924536085	10.195106897712087	7.901759250365572	8.081544259873011	9.02114741763751	7.781009697790369	7.251013983057613	9.316327643905861
ENSG00000143184.4	0.8842918542298256	0.6784970103868042	0.5043698133731439	1.6922850030078849	0.382489156092102	2.5326039015232067	0.4866115384427003	1.4011145473018571	0.30601963235418406	0.0654531319414856	0.6921222183675877	3.885152006000223	1.6978274731622027	1.3662338081249554	2.3846542242796196	0.296834666678344	1.5156662375951804	0.8140953252321322	0.3394968197542011	2.5201774705086897	0.3852748027863683	1.605261657767689	1.800139417385995	1.1990385807288166	1.5139413063433858	1.4306788261694936	1.3818220267077688	0.878079836879392	0.1505099082197089	2.8620280139334
ENSG00000211679.2	3.630835115359492	5.423231444440607	10.294497645704862	9.78624035124128	6.270608374302441	11.622667590975688	5.265097663526608	9.663715971519675	7.342275491579921	5.148539674480772	5.426665330057613	12.891840555441567	13.026199165969603	6.221070534805051	10.75783168559263	2.6541815243676075	9.873984983676431	7.343347162124639	7.3712350160365725	11.114799434352657	7.215630970944555	10.833199271411607	6.842319498840452	5.825536415616655	6.384523056262134	8.343195082319445	6.915845590051228	5.355602536059957	7.790728776630543	9.413813044093182
ENSG00000078898.6	6.579103967112573	0.0	2.679301812494176	1.3945408428698574	5.1382996642814325	3.3208505834716058	0.47012357186007514	1.5316207462749813	1.8742984368879505	0.22298082634407085	4.089026164871678	0.8489017744054397	0.21614901601123931	2.9049705237721968	0.6509288709951371	8.073660412293869	0.6697470320702746	3.684041039448532	1.7089267707085267	1.721360226930391	0.45148653273255374	1.535141210088028	0.9803062924398936	3.0629488658566064	3.4989289465943387	1.7314060422011204	4.314139717046457	0.18156256507860763	0.35297624372139935	3.7563963399163027
ENSG00000111875.7	4.541049348121737	6.366847666697174	3.6921217501267583	5.1260140530197775	4.703873617507411	5.393181973134005	5.159376692771939	4.7290081425008434	4.968445918059377	4.126023827199023	4.644538420885353	5.068335668867452	4.1173842315022675	5.13709272252166	4.448172976206541	4.786203543677893	5.075939150716678	5.13659454732666	4.858397348496957	5.112667543765827	5.308351299964519	4.290707695102938	5.663578775918353	4.713315275827815	4.978701638877962	4.865845567920314	5.364551915294104	5.288187833131416	4.887834241208351	5.93745682415318
ENSG00000158477.6	0.07747057167858816	0.24402702724269104	0.742667100643218	0.498807068851654	0.5150040929681551	1.3178205106390135	0.0	0.5141121752447615	0.03658736332718395	1.8371387679647284	0.7463819197887859	1.309643140272444	0.9752474020284557	1.3158833325518369	0.395640590559503	0.23121523008849795	0.4016201575542422	1.8781636459625732	0.1481508660817397	0.8298803795688754	1.0225350868274992	1.5527279061980799	0.6951627625436965	0.3202831729965771	1.0385918932423264	0.3205870736085407	0.217764208809792	0.6570476944827836	0.0	1.3566382898244196
ENSG00000218227.3	4.277319047638636	3.0047243013941776	3.3082589267603724	2.8214594694418103	3.706487359060218	3.0807526843993864	3.6492531581837127	4.292742040242606	4.560149342365946	2.9765059832600786	3.6722322902461735	4.2106262070079605	1.621189749514223	3.339808363697655	7.618563727059974	3.008158444261846	3.797210320067415	3.303312875968527	3.17864648981983	1.9097972000850012	2.7364540042691075	3.0018696594083205	3.031700343534604	3.5767163432786004	2.1576516738841316	2.7624273961391355	2.4482649531741987	3.0937716550774024	4.078655710401567	3.6956725784317532
ENSG00000158164.6	2.7525862450002134	1.7641025854937136	1.786531431303426	1.1787824340593749	1.2712144576356257	2.306005171367152	1.2769064811280302	2.85246931544165	2.1816177719968177	3.1644081554833567	1.9124184728910207	0.7510408410236247	5.585663743930859	1.4972897977903505	4.318912432665858	1.4975191509796089	2.8950628217407273	2.34885261513269	2.6078945559165385	2.868200691937042	1.553086280767509	2.305850025943138	6.607835449075298	1.2899227158910318	5.345714153965125	5.606294749132067	0.583559412662653	2.654264382896671	1.9042038858586907	6.6569985908781035
ENSG00000122254.6	1.6966869981729	0.9461880754203463	0.7554207178892094	2.194274491355519	1.403931929749867	2.3567828815244147	1.2790394780753616	3.9855608340214967	0.6774560612429796	1.9447271472044194	0.7540580154209807	0.3184045495211632	2.4652117111202134	0.6068984492532069	1.0438054609914402	1.2132999039656103	0.4872342612865818	4.060115122782114	2.4430377056292074	1.6385625243367237	1.857456056758289	0.6670076421398313	0.8517045329678373	1.9184156602306006	2.671779440893661	1.3670864982467392	1.8789503205727067	3.8805631859694647	1.5091954245040715	3.2037548778308875
ENSG00000137124.6	4.891464389770781	5.668901318910543	5.728861815066305	4.848999121050239	5.550397429315035	5.33326532082423	4.601170033200088	5.209395834364038	4.574489769154778	5.534836890764142	4.43668369357685	5.149206923491252	5.431741382780361	5.658429299382444	5.863443157257782	4.1095921556361334	4.646198795398645	5.22916898277783	5.530827017724516	4.92566951380886	5.555802389417638	4.690588376301169	5.088596490621295	6.849422626899241	5.489788861572732	5.182960531761432	5.534958848772908	6.798231846438047	5.392706351526867	4.751115866302252
